X1,X2,X3,X4,X5,Y1
0.883,0.888,0.475,0.727,0.703,0.221
0.891,0.899,0.484,0.751,0.697,0.24
0.898,0.894,0.502,0.756,0.694,0.213
0.897,0.89,0.513,0.736,0.693,0.15
0.887,0.898,0.528,0.708,0.69,0.117
0.876,0.906,0.532,0.71,0.688,0.121
0.867,0.902,0.523,0.705,0.7,0.124
0.861,0.897,0.527,0.712,0.704,0.128
0.857,0.898,0.526,0.72,0.704,0.131
0.855,0.905,0.505,0.723,0.705,0.157
0.851,0.916,0.499,0.723,0.7,0.191
0.842,0.9,0.495,0.726,0.703,0.198
0.837,0.887,0.482,0.75,0.711,0.205
0.832,0.897,0.484,0.751,0.711,0.212
0.821,0.907,0.481,0.741,0.706,0.219
0.81,0.894,0.474,0.75,0.703,0.227
0.802,0.879,0.467,0.737,0.706,0.234
0.799,0.885,0.451,0.73,0.71,0.24
0.796,0.9,0.436,0.753,0.705,0.245
0.795,0.908,0.425,0.722,0.691,0.25
0.799,0.896,0.42,0.658,0.693,0.254
0.802,0.885,0.416,0.684,0.71,0.259
0.805,0.892,0.421,0.72,0.711,0.264
0.805,0.891,0.423,0.733,0.706,0.262
0.802,0.891,0.414,0.731,0.701,0.25
0.804,0.906,0.408,0.741,0.694,0.239
0.808,0.908,0.402,0.726,0.696,0.234
0.811,0.885,0.393,0.695,0.706,0.239
0.809,0.875,0.385,0.711,0.707,0.244
0.807,0.898,0.38,0.727,0.7,0.249
0.81,0.897,0.378,0.715,0.7,0.254
0.811,0.897,0.371,0.741,0.695,0.259
0.813,0.907,0.363,0.751,0.693,0.264
0.822,0.899,0.356,0.728,0.7,0.269
0.828,0.901,0.356,0.735,0.699,0.274
0.831,0.907,0.353,0.736,0.692,0.263
0.834,0.91,0.355,0.713,0.692,0.229
0.834,0.915,0.367,0.72,0.692,0.196
0.829,0.913,0.375,0.743,0.69,0.176
0.828,0.9,0.381,0.744,0.694,0.175
0.828,0.88,0.373,0.736,0.705,0.174
0.827,0.874,0.376,0.739,0.705,0.172
0.832,0.889,0.383,0.757,0.699,0.171
0.837,0.904,0.389,0.734,0.693,0.169
0.842,0.913,0.394,0.714,0.69,0.168
0.84,0.914,0.392,0.73,0.69,0.167
0.835,0.9,0.399,0.752,0.695,0.165
0.831,0.896,0.398,0.727,0.702,0.164
0.833,0.897,0.392,0.706,0.702,0.162
0.847,0.888,0.396,0.722,0.699,0.161
0.855,0.897,0.395,0.707,0.696,0.16
0.856,0.899,0.386,0.722,0.697,0.158
0.854,0.892,0.387,0.72,0.7,0.157
0.856,0.896,0.395,0.731,0.701,0.155
0.86,0.892,0.401,0.734,0.699,0.154
0.859,0.887,0.4,0.731,0.704,0.153
0.859,0.895,0.395,0.733,0.705,0.151
0.859,0.916,0.4,0.714,0.693,0.15
0.855,0.91,0.406,0.737,0.694,0.148
0.848,0.895,0.41,0.737,0.698,0.147
0.846,0.899,0.414,0.743,0.698,0.146
0.849,0.9,0.412,0.739,0.701,0.147
0.855,0.895,0.406,0.721,0.699,0.152
0.858,0.9,0.402,0.744,0.697,0.156
0.857,0.904,0.402,0.735,0.7,0.161
0.856,0.903,0.409,0.708,0.697,0.166
0.853,0.902,0.403,0.715,0.697,0.171
0.848,0.897,0.403,0.734,0.701,0.175
0.849,0.896,0.404,0.723,0.701,0.18
0.848,0.89,0.401,0.72,0.702,0.183
0.84,0.901,0.404,0.773,0.7,0.184
0.845,0.911,0.396,0.777,0.7,0.185
0.854,0.894,0.395,0.769,0.703,0.186
0.86,0.893,0.401,0.775,0.7,0.187
0.862,0.897,0.397,0.729,0.703,0.188
0.86,0.888,0.396,0.721,0.704,0.189
0.859,0.906,0.4,0.756,0.692,0.19
0.86,0.907,0.406,0.763,0.693,0.191
0.859,0.892,0.406,0.743,0.699,0.192
0.856,0.897,0.401,0.73,0.699,0.192
0.853,0.893,0.399,0.727,0.706,0.193
0.849,0.9,0.393,0.709,0.707,0.194
0.851,0.898,0.391,0.713,0.704,0.195
0.853,0.882,0.394,0.744,0.704,0.196
0.856,0.896,0.387,0.742,0.703,0.196
0.861,0.9,0.382,0.747,0.699,0.194
0.863,0.889,0.388,0.728,0.697,0.192
0.862,0.896,0.39,0.725,0.695,0.191
0.862,0.91,0.388,0.736,0.694,0.189
0.861,0.915,0.393,0.737,0.691,0.187
0.862,0.914,0.401,0.752,0.691,0.185
0.86,0.903,0.401,0.733,0.697,0.184
0.86,0.897,0.395,0.723,0.697,0.182
0.862,0.904,0.394,0.724,0.696,0.18
0.864,0.895,0.393,0.734,0.697,0.178
0.864,0.891,0.402,0.738,0.693,0.177
0.865,0.896,0.414,0.703,0.692,0.175
0.867,0.891,0.414,0.703,0.695,0.173
0.866,0.888,0.418,0.743,0.699,0.171
0.861,0.887,0.419,0.751,0.7,0.17
0.853,0.894,0.406,0.728,0.701,0.168
0.848,0.915,0.407,0.71,0.698,0.17
0.847,0.915,0.411,0.721,0.697,0.178
0.85,0.909,0.4,0.732,0.696,0.186
0.857,0.906,0.387,0.728,0.698,0.194
0.865,0.906,0.382,0.74,0.697,0.202
0.866,0.905,0.381,0.73,0.696,0.21
0.865,0.9,0.388,0.734,0.697,0.213
0.866,0.894,0.394,0.737,0.698,0.209
0.858,0.899,0.393,0.735,0.699,0.206
0.852,0.9,0.391,0.75,0.697,0.203
0.855,0.887,0.392,0.72,0.7,0.2
0.857,0.891,0.395,0.726,0.699,0.197
0.857,0.916,0.401,0.764,0.693,0.193
0.857,0.916,0.395,0.739,0.695,0.19
0.853,0.907,0.387,0.76,0.698,0.187
0.847,0.909,0.39,0.765,0.7,0.187
0.849,0.9,0.386,0.731,0.702,0.191
0.85,0.886,0.377,0.731,0.708,0.195
0.846,0.893,0.374,0.72,0.706,0.2
0.848,0.912,0.369,0.74,0.699,0.204
0.858,0.915,0.364,0.721,0.694,0.208
0.863,0.906,0.361,0.715,0.695,0.212
0.86,0.913,0.359,0.722,0.696,0.216
0.856,0.909,0.367,0.744,0.699,0.221
0.853,0.908,0.375,0.795,0.701,0.212
0.854,0.902,0.365,0.753,0.7,0.186
0.854,0.888,0.357,0.722,0.697,0.171
0.85,0.885,0.355,0.717,0.703,0.171
0.851,0.894,0.35,0.72,0.702,0.172
0.855,0.895,0.356,0.738,0.698,0.172
0.853,0.889,0.355,0.734,0.702,0.172
0.85,0.902,0.347,0.735,0.702,0.172
0.855,0.901,0.354,0.712,0.699,0.172
0.86,0.899,0.362,0.714,0.696,0.172
0.857,0.902,0.354,0.745,0.702,0.172
0.853,0.894,0.349,0.738,0.704,0.173
0.852,0.891,0.354,0.741,0.702,0.173
0.851,0.887,0.353,0.732,0.705,0.173
0.852,0.89,0.344,0.731,0.701,0.173
0.856,0.892,0.336,0.737,0.705,0.173
0.861,0.89,0.338,0.727,0.707,0.173
0.865,0.892,0.345,0.738,0.704,0.173
0.867,0.892,0.341,0.732,0.701,0.174
0.87,0.9,0.347,0.729,0.69,0.171
0.87,0.901,0.354,0.743,0.69,0.167
0.865,0.913,0.357,0.726,0.693,0.162
0.86,0.895,0.368,0.717,0.697,0.157
0.857,0.891,0.37,0.706,0.696,0.152
0.862,0.904,0.367,0.688,0.696,0.147
0.867,0.903,0.364,0.742,0.693,0.143
0.869,0.897,0.366,0.756,0.697,0.142
0.872,0.9,0.364,0.733,0.702,0.14
0.878,0.901,0.368,0.734,0.7,0.138
0.884,0.888,0.378,0.729,0.7,0.137
0.881,0.894,0.381,0.727,0.697,0.135
0.878,0.91,0.389,0.718,0.693,0.133
0.874,0.897,0.402,0.721,0.699,0.132
0.87,0.887,0.409,0.738,0.704,0.132
0.866,0.906,0.404,0.759,0.697,0.132
0.864,0.895,0.41,0.74,0.701,0.132
0.866,0.895,0.416,0.74,0.704,0.132
0.867,0.895,0.412,0.744,0.706,0.132
0.872,0.889,0.412,0.723,0.705,0.132
0.878,0.906,0.412,0.723,0.698,0.132
0.881,0.89,0.407,0.727,0.708,0.132
0.879,0.883,0.405,0.709,0.709,0.131
0.875,0.903,0.415,0.713,0.694,0.131
0.87,0.905,0.422,0.715,0.694,0.131
0.869,0.898,0.426,0.727,0.7,0.131
0.872,0.9,0.428,0.739,0.696,0.131
0.875,0.897,0.426,0.722,0.695,0.131
0.873,0.893,0.428,0.725,0.7,0.131
0.867,0.892,0.432,0.731,0.698,0.131
0.865,0.903,0.434,0.729,0.694,0.131
0.868,0.905,0.434,0.733,0.693,0.13
0.864,0.897,0.438,0.725,0.696,0.13
0.859,0.898,0.436,0.754,0.699,0.13
0.867,0.892,0.433,0.769,0.698,0.138
0.876,0.906,0.429,0.737,0.693,0.156
0.875,0.917,0.425,0.743,0.692,0.175
0.875,0.897,0.438,0.741,0.698,0.163
0.88,0.89,0.45,0.738,0.697,0.135
0.88,0.903,0.454,0.726,0.695,0.138
0.874,0.908,0.452,0.704,0.696,0.142
0.869,0.915,0.454,0.717,0.694,0.145
0.871,0.917,0.453,0.716,0.698,0.148
0.872,0.908,0.445,0.719,0.702,0.152
0.875,0.896,0.44,0.727,0.702,0.155
0.876,0.902,0.444,0.736,0.695,0.158
0.872,0.902,0.45,0.733,0.696,0.162
0.868,0.896,0.446,0.732,0.702,0.165
0.865,0.892,0.441,0.748,0.708,0.168
0.864,0.881,0.44,0.759,0.711,0.172
0.86,0.896,0.439,0.752,0.7,0.175
0.856,0.898,0.434,0.739,0.7,0.179
0.858,0.891,0.428,0.736,0.703,0.182
0.857,0.899,0.424,0.725,0.703,0.185
0.853,0.901,0.421,0.721,0.705,0.189
0.849,0.896,0.42,0.717,0.702,0.192
0.848,0.897,0.416,0.702,0.7,0.195
0.847,0.917,0.41,0.707,0.695,0.199
0.847,0.916,0.403,0.715,0.695,0.202
0.847,0.897,0.398,0.737,0.705,0.205
0.844,0.885,0.396,0.755,0.71,0.209
0.834,0.902,0.393,0.743,0.702,0.212
0.82,0.913,0.392,0.732,0.698,0.209
0.807,0.902,0.393,0.732,0.699,0.197
0.794,0.898,0.386,0.722,0.697,0.196
0.783,0.914,0.361,0.71,0.703,0.211
0.784,0.921,0.333,0.724,0.707,0.272
0.793,0.917,0.319,0.728,0.693,0.343
0.803,0.916,0.299,0.727,0.689,0.351
0.813,0.912,0.303,0.706,0.691,0.359
0.821,0.902,0.315,0.708,0.694,0.315
0.83,0.91,0.313,0.713,0.693,0.242
0.845,0.915,0.321,0.71,0.688,0.22
0.855,0.892,0.331,0.734,0.694,0.199
0.855,0.887,0.339,0.758,0.699,0.177
0.853,0.891,0.344,0.76,0.703,0.155
0.845,0.888,0.35,0.749,0.703,0.142
0.836,0.894,0.363,0.737,0.697,0.142
0.826,0.904,0.366,0.738,0.697,0.141
0.816,0.902,0.367,0.734,0.699,0.14
0.811,0.895,0.354,0.721,0.703,0.153
0.805,0.911,0.335,0.736,0.7,0.184
0.803,0.912,0.327,0.741,0.7,0.214
0.808,0.903,0.321,0.736,0.706,0.227
0.812,0.897,0.318,0.74,0.704,0.219
0.811,0.909,0.31,0.746,0.702,0.21
0.812,0.91,0.298,0.72,0.702,0.201
0.819,0.893,0.302,0.691,0.703,0.193
0.818,0.892,0.31,0.73,0.698,0.184
0.817,0.902,0.307,0.743,0.696,0.175
0.822,0.898,0.311,0.714,0.703,0.167
0.827,0.9,0.319,0.708,0.698,0.158
0.833,0.893,0.331,0.721,0.692,0.149
0.837,0.879,0.335,0.738,0.699,0.141
0.837,0.887,0.338,0.744,0.7,0.132
0.84,0.9,0.349,0.741,0.693,0.123
0.842,0.912,0.352,0.733,0.69,0.119
0.841,0.913,0.362,0.727,0.691,0.12
0.841,0.894,0.366,0.741,0.697,0.12
0.835,0.882,0.364,0.74,0.699,0.121
0.827,0.895,0.362,0.739,0.699,0.122
0.828,0.91,0.363,0.716,0.692,0.122
0.832,0.9,0.36,0.702,0.689,0.123
0.829,0.895,0.354,0.718,0.694,0.124
0.835,0.902,0.354,0.722,0.697,0.125
0.841,0.897,0.358,0.721,0.701,0.125
0.837,0.894,0.368,0.728,0.699,0.126
0.831,0.896,0.376,0.74,0.698,0.127
0.832,0.897,0.379,0.741,0.698,0.127
0.833,0.909,0.372,0.733,0.698,0.128
0.831,0.906,0.366,0.722,0.7,0.147
0.832,0.902,0.362,0.719,0.697,0.171
0.834,0.909,0.361,0.724,0.694,0.169
0.831,0.902,0.364,0.723,0.702,0.168
0.833,0.904,0.367,0.706,0.703,0.167
0.839,0.905,0.367,0.71,0.702,0.165
0.844,0.902,0.371,0.715,0.7,0.164
0.848,0.901,0.376,0.723,0.698,0.163
0.849,0.886,0.375,0.73,0.7,0.161
0.846,0.879,0.37,0.723,0.705,0.16
0.842,0.892,0.379,0.743,0.703,0.158
0.843,0.907,0.39,0.737,0.695,0.157
0.846,0.901,0.387,0.73,0.697,0.156
0.848,0.903,0.381,0.728,0.697,0.154
0.848,0.909,0.385,0.724,0.692,0.153
0.85,0.898,0.393,0.74,0.695,0.152
0.85,0.9,0.398,0.734,0.698,0.15
0.847,0.896,0.405,0.742,0.7,0.149
0.841,0.895,0.406,0.748,0.7,0.148
0.832,0.9,0.403,0.737,0.699,0.146
0.824,0.902,0.396,0.735,0.699,0.145
0.816,0.895,0.388,0.728,0.705,0.155
0.812,0.893,0.377,0.727,0.709,0.181
0.814,0.899,0.37,0.711,0.707,0.206
0.816,0.9,0.366,0.7,0.705,0.219
0.813,0.896,0.361,0.728,0.702,0.217
0.812,0.897,0.352,0.745,0.7,0.214
0.815,0.901,0.345,0.747,0.703,0.211
0.818,0.899,0.348,0.75,0.704,0.208
0.819,0.887,0.349,0.752,0.705,0.205
0.817,0.887,0.352,0.721,0.705,0.202
0.817,0.905,0.359,0.71,0.697,0.199
0.818,0.905,0.364,0.733,0.696,0.171
0.818,0.893,0.37,0.74,0.697,0.134
0.818,0.889,0.379,0.729,0.698,0.128
0.819,0.899,0.389,0.704,0.695,0.123
0.823,0.892,0.391,0.731,0.697,0.117
0.823,0.9,0.393,0.735,0.699,0.111
0.823,0.904,0.403,0.714,0.695,0.105
0.825,0.892,0.415,0.725,0.691,0.0992
0.83,0.884,0.43,0.733,0.692,0.0933
0.831,0.895,0.448,0.711,0.692,0.0875
0.826,0.902,0.477,0.721,0.684,0.0817
0.822,0.898,0.503,0.731,0.689,0.0719
0.817,0.907,0.507,0.724,0.698,0.0569
0.815,0.903,0.528,0.725,0.694,0.0418
0.82,0.891,0.538,0.72,0.7,0.0356
0.826,0.886,0.535,0.735,0.7,0.0408
0.826,0.898,0.546,0.743,0.691,0.0461
0.825,0.902,0.559,0.709,0.693,0.0513
0.824,0.901,0.563,0.696,0.696,0.0566
0.825,0.894,0.569,0.706,0.698,0.0618
0.828,0.887,0.572,0.734,0.697,0.067
0.83,0.893,0.578,0.771,0.695,0.0723
0.826,0.901,0.582,0.757,0.694,0.0775
0.823,0.896,0.582,0.717,0.7,0.0828
0.827,0.896,0.583,0.712,0.706,0.088
0.829,0.906,0.575,0.705,0.708,0.0974
0.829,0.906,0.579,0.724,0.7,0.112
0.828,0.898,0.58,0.733,0.701,0.127
0.825,0.897,0.566,0.744,0.704,0.142
0.825,0.906,0.549,0.75,0.701,0.171
0.827,0.898,0.54,0.73,0.704,0.218
0.824,0.897,0.528,0.719,0.705,0.252
0.826,0.906,0.514,0.739,0.706,0.267
0.833,0.901,0.502,0.739,0.709,0.282
0.841,0.896,0.49,0.721,0.704,0.297
0.845,0.888,0.483,0.732,0.704,0.312
0.846,0.886,0.479,0.724,0.703,0.314
0.848,0.888,0.475,0.718,0.705,0.299
0.853,0.895,0.468,0.743,0.701,0.283
0.854,0.905,0.468,0.745,0.697,0.268
0.851,0.896,0.47,0.726,0.7,0.252
0.846,0.883,0.463,0.728,0.704,0.244
0.843,0.887,0.456,0.725,0.701,0.246
0.844,0.904,0.456,0.736,0.693,0.247
0.847,0.896,0.455,0.729,0.695,0.248
0.851,0.899,0.446,0.728,0.698,0.25
0.852,0.898,0.439,0.736,0.701,0.251
0.853,0.897,0.442,0.729,0.699,0.229
0.857,0.907,0.445,0.735,0.695,0.195
0.861,0.896,0.445,0.733,0.701,0.187
0.861,0.894,0.451,0.737,0.7,0.179
0.856,0.899,0.459,0.74,0.697,0.171
0.849,0.894,0.467,0.738,0.7,0.163
0.84,0.897,0.468,0.733,0.703,0.154
0.83,0.9,0.453,0.718,0.707,0.158
0.826,0.906,0.434,0.733,0.702,0.178
0.832,0.914,0.432,0.731,0.689,0.197
0.839,0.909,0.429,0.728,0.689,0.217
0.841,0.907,0.417,0.743,0.693,0.236
0.844,0.901,0.42,0.727,0.698,0.235
0.844,0.884,0.43,0.74,0.702,0.208
0.842,0.871,0.438,0.751,0.703,0.18
0.84,0.896,0.438,0.736,0.694,0.165
0.838,0.899,0.442,0.718,0.696,0.165
0.835,0.887,0.441,0.696,0.702,0.166
0.834,0.906,0.428,0.725,0.697,0.167
0.838,0.896,0.429,0.746,0.702,0.167
0.837,0.89,0.427,0.747,0.703,0.168
0.835,0.894,0.425,0.735,0.701,0.169
0.836,0.888,0.429,0.711,0.703,0.169
0.836,0.885,0.42,0.735,0.703,0.17
0.835,0.874,0.414,0.735,0.707,0.17
0.831,0.889,0.415,0.725,0.7,0.171
0.83,0.905,0.419,0.725,0.695,0.172
0.832,0.901,0.417,0.739,0.7,0.172
0.829,0.896,0.413,0.75,0.703,0.173
0.831,0.894,0.409,0.733,0.703,0.174
0.837,0.905,0.4,0.739,0.7,0.174
0.84,0.901,0.402,0.728,0.697,0.175
0.839,0.891,0.415,0.727,0.698,0.176
0.839,0.893,0.418,0.741,0.697,0.176
0.839,0.899,0.41,0.722,0.693,0.176
0.838,0.89,0.409,0.728,0.699,0.175
0.843,0.893,0.411,0.726,0.7,0.175
0.852,0.913,0.405,0.725,0.692,0.175
0.856,0.907,0.405,0.744,0.693,0.175
0.858,0.89,0.41,0.742,0.698,0.174
0.861,0.893,0.418,0.74,0.7,0.174
0.863,0.905,0.413,0.727,0.696,0.174
0.864,0.904,0.415,0.734,0.695,0.174
0.864,0.902,0.419,0.726,0.697,0.174
0.864,0.911,0.407,0.711,0.695,0.173
0.865,0.912,0.406,0.76,0.693,0.173
0.867,0.896,0.41,0.764,0.699,0.173
0.867,0.898,0.403,0.728,0.7,0.173
0.869,0.896,0.404,0.727,0.697,0.172
0.87,0.89,0.405,0.725,0.697,0.172
0.865,0.906,0.403,0.733,0.692,0.172
0.859,0.921,0.41,0.718,0.687,0.172
0.858,0.918,0.402,0.735,0.69,0.171
0.856,0.912,0.391,0.749,0.7,0.19
0.85,0.902,0.392,0.738,0.705,0.213
0.851,0.896,0.39,0.72,0.705,0.209
0.849,0.903,0.384,0.697,0.706,0.205
0.85,0.906,0.375,0.713,0.705,0.201
0.858,0.897,0.369,0.73,0.703,0.197
0.863,0.886,0.366,0.74,0.704,0.193
0.86,0.899,0.373,0.752,0.701,0.19
0.855,0.906,0.383,0.749,0.697,0.186
0.849,0.901,0.391,0.737,0.694,0.182
0.848,0.891,0.39,0.732,0.698,0.178
0.847,0.886,0.39,0.741,0.7,0.174
0.842,0.902,0.391,0.726,0.692,0.17
0.845,0.902,0.387,0.704,0.694,0.166
0.851,0.895,0.38,0.743,0.697,0.162
0.852,0.897,0.373,0.73,0.699,0.16
0.852,0.895,0.371,0.707,0.701,0.16
0.852,0.893,0.374,0.722,0.702,0.16
0.853,0.898,0.372,0.714,0.703,0.161
0.853,0.89,0.365,0.724,0.708,0.161
0.852,0.887,0.362,0.738,0.711,0.161
0.855,0.897,0.359,0.745,0.705,0.161
0.858,0.899,0.359,0.741,0.701,0.161
0.856,0.897,0.361,0.726,0.703,0.162
0.855,0.908,0.364,0.726,0.696,0.162
0.86,0.903,0.366,0.716,0.695,0.162
0.862,0.894,0.367,0.744,0.698,0.155
0.866,0.898,0.372,0.789,0.697,0.139
0.868,0.896,0.39,0.761,0.694,0.123
0.864,0.897,0.413,0.722,0.69,0.107
0.858,0.901,0.417,0.705,0.696,0.0987
0.855,0.882,0.419,0.712,0.706,0.1
0.851,0.906,0.423,0.747,0.694,0.102
0.847,0.919,0.428,0.744,0.691,0.103
0.845,0.897,0.436,0.722,0.699,0.105
0.843,0.882,0.434,0.713,0.705,0.107
0.845,0.894,0.429,0.724,0.699,0.108
0.846,0.909,0.437,0.733,0.693,0.11
0.847,0.907,0.447,0.706,0.688,0.111
0.847,0.899,0.458,0.719,0.682,0.113
0.841,0.898,0.462,0.747,0.692,0.113
0.832,0.9,0.469,0.741,0.699,0.112
0.821,0.9,0.481,0.727,0.696,0.111
0.817,0.898,0.482,0.735,0.698,0.11
0.818,0.89,0.479,0.742,0.7,0.109
0.819,0.898,0.476,0.725,0.699,0.108
0.817,0.907,0.481,0.72,0.7,0.107
0.815,0.898,0.489,0.723,0.699,0.105
0.81,0.896,0.491,0.706,0.7,0.104
0.808,0.901,0.497,0.732,0.699,0.103
0.81,0.895,0.5,0.745,0.696,0.102
0.807,0.895,0.5,0.734,0.696,0.101
0.798,0.898,0.512,0.723,0.698,0.0996
0.796,0.899,0.524,0.729,0.697,0.0984
0.796,0.888,0.522,0.756,0.7,0.0973
0.788,0.889,0.506,0.744,0.702,0.126
0.779,0.899,0.496,0.755,0.706,0.165
0.774,0.901,0.497,0.764,0.706,0.164
0.773,0.904,0.498,0.753,0.697,0.163
0.777,0.897,0.493,0.742,0.698,0.162
0.778,0.9,0.491,0.713,0.698,0.161
0.776,0.898,0.495,0.705,0.699,0.16
0.78,0.889,0.494,0.769,0.698,0.159
0.773,0.903,0.489,0.79,0.693,0.158
0.766,0.908,0.496,0.731,0.691,0.157
0.769,0.895,0.472,0.692,0.701,0.156
0.768,0.896,0.414,0.708,0.714,0.256
0.765,0.901,0.374,0.684,0.712,0.44
0.767,0.899,0.377,0.634,0.709,0.508
0.767,0.907,0.411,0.737,0.694,0.376
0.767,0.892,0.43,0.803,0.692,0.182
0.771,0.89,0.433,0.747,0.692,0.154
0.775,0.894,0.43,0.707,0.699,0.15
0.783,0.893,0.438,0.692,0.706,0.146
0.791,0.892,0.45,0.71,0.704,0.142
0.797,0.895,0.455,0.695,0.703,0.138
0.804,0.898,0.462,0.689,0.698,0.134
0.807,0.894,0.47,0.703,0.699,0.129
0.811,0.9,0.477,0.743,0.692,0.125
0.816,0.891,0.483,0.763,0.695,0.121
0.818,0.879,0.488,0.736,0.701,0.117
0.819,0.884,0.493,0.71,0.696,0.113
0.82,0.903,0.5,0.705,0.692,0.109
0.82,0.904,0.495,0.714,0.701,0.105
0.822,0.904,0.488,0.722,0.704,0.123
0.825,0.901,0.491,0.734,0.698,0.149
0.832,0.893,0.489,0.742,0.696,0.149
0.837,0.894,0.492,0.753,0.692,0.148
0.839,0.902,0.499,0.705,0.693,0.147
0.84,0.904,0.498,0.7,0.696,0.146
0.84,0.902,0.504,0.729,0.698,0.146
0.843,0.898,0.504,0.728,0.702,0.145
0.847,0.897,0.495,0.727,0.701,0.144
0.853,0.902,0.495,0.714,0.697,0.143
0.857,0.897,0.497,0.742,0.699,0.143
0.857,0.887,0.499,0.738,0.705,0.142
0.851,0.895,0.507,0.72,0.702,0.141
0.847,0.905,0.513,0.713,0.701,0.14
0.846,0.911,0.505,0.695,0.702,0.14
0.842,0.919,0.491,0.718,0.7,0.149
0.842,0.917,0.489,0.687,0.703,0.172
0.847,0.913,0.488,0.684,0.685,0.194
0.848,0.916,0.483,0.743,0.673,0.208
0.847,0.92,0.473,0.771,0.682,0.21
0.846,0.901,0.471,0.756,0.691,0.212
0.845,0.894,0.477,0.714,0.698,0.215
0.846,0.893,0.47,0.703,0.7,0.217
0.846,0.899,0.461,0.731,0.697,0.219
0.844,0.918,0.46,0.725,0.688,0.221
0.846,0.9,0.458,0.707,0.7,0.223
0.845,0.9,0.452,0.688,0.705,0.225
0.842,0.903,0.438,0.728,0.704,0.228
0.84,0.896,0.431,0.72,0.708,0.23
0.837,0.907,0.425,0.693,0.706,0.232
0.834,0.898,0.416,0.74,0.704,0.234
0.834,0.891,0.409,0.751,0.696,0.236
0.836,0.912,0.399,0.761,0.686,0.238
0.838,0.913,0.393,0.717,0.693,0.241
0.838,0.897,0.386,0.731,0.704,0.243
0.836,0.913,0.381,0.761,0.696,0.245
0.835,0.919,0.381,0.729,0.691,0.247
0.836,0.907,0.379,0.73,0.695,0.247
0.836,0.916,0.373,0.715,0.698,0.244
0.835,0.917,0.366,0.721,0.699,0.241
0.836,0.9,0.367,0.756,0.697,0.239
0.837,0.897,0.365,0.718,0.7,0.236
0.833,0.917,0.358,0.728,0.698,0.233
0.833,0.913,0.359,0.75,0.702,0.23
0.838,0.892,0.362,0.748,0.707,0.227
0.843,0.879,0.357,0.754,0.707,0.224
0.845,0.892,0.348,0.727,0.699,0.221
0.844,0.9,0.342,0.749,0.691,0.218
0.842,0.891,0.34,0.751,0.696,0.215
0.837,0.889,0.35,0.716,0.699,0.205
0.829,0.903,0.36,0.733,0.702,0.185
0.825,0.914,0.366,0.728,0.7,0.164
0.826,0.894,0.355,0.71,0.702,0.174
0.826,0.902,0.329,0.764,0.706,0.221
0.826,0.91,0.318,0.742,0.705,0.246
0.827,0.894,0.313,0.71,0.7,0.241
0.825,0.891,0.304,0.743,0.699,0.236
0.825,0.904,0.308,0.744,0.697,0.231
0.828,0.898,0.311,0.739,0.701,0.226
0.826,0.902,0.314,0.715,0.7,0.221
0.821,0.92,0.314,0.728,0.691,0.216
0.825,0.903,0.32,0.741,0.689,0.211
0.83,0.897,0.318,0.732,0.693,0.206
0.829,0.903,0.315,0.76,0.694,0.201
0.828,0.906,0.317,0.729,0.698,0.196
0.826,0.912,0.318,0.722,0.696,0.191
0.822,0.908,0.324,0.744,0.694,0.186
0.819,0.897,0.324,0.744,0.701,0.181
0.818,0.896,0.323,0.744,0.7,0.176
0.817,0.909,0.319,0.709,0.694,0.171
0.814,0.907,0.315,0.719,0.697,0.167
0.812,0.915,0.304,0.738,0.697,0.165
0.813,0.91,0.302,0.727,0.696,0.163
0.82,0.89,0.303,0.751,0.7,0.161
0.825,0.877,0.297,0.737,0.707,0.159
0.827,0.891,0.297,0.723,0.697,0.157
0.832,0.9,0.306,0.712,0.695,0.155
0.83,0.899,0.31,0.705,0.692,0.153
0.826,0.896,0.319,0.752,0.684,0.151
0.818,0.897,0.322,0.733,0.69,0.149
0.815,0.899,0.326,0.726,0.691,0.148
0.82,0.893,0.321,0.72,0.694,0.146
0.826,0.892,0.317,0.724,0.695,0.144
0.829,0.897,0.317,0.763,0.693,0.142
0.831,0.901,0.316,0.722,0.698,0.14
0.834,0.889,0.325,0.718,0.703,0.138
0.832,0.905,0.332,0.723,0.693,0.137
0.826,0.909,0.338,0.712,0.69,0.139
0.82,0.903,0.34,0.744,0.695,0.141
0.817,0.916,0.336,0.735,0.697,0.143
0.821,0.912,0.332,0.726,0.698,0.144
0.824,0.9,0.329,0.731,0.698,0.146
0.826,0.89,0.328,0.713,0.703,0.148
0.826,0.9,0.325,0.755,0.704,0.15
0.824,0.904,0.331,0.75,0.704,0.151
0.83,0.903,0.333,0.749,0.702,0.153
0.839,0.911,0.325,0.741,0.696,0.155
0.845,0.898,0.325,0.712,0.697,0.157
0.842,0.887,0.334,0.709,0.697,0.158
0.836,0.896,0.338,0.707,0.694,0.16
0.83,0.907,0.339,0.751,0.691,0.161
0.825,0.896,0.342,0.755,0.699,0.161
0.822,0.889,0.342,0.763,0.698,0.16
0.816,0.898,0.338,0.744,0.693,0.16
0.809,0.895,0.336,0.723,0.7,0.159
0.806,0.892,0.33,0.759,0.705,0.159
0.804,0.897,0.323,0.749,0.709,0.161
0.809,0.9,0.317,0.756,0.714,0.165
0.82,0.892,0.316,0.744,0.713,0.17
0.821,0.899,0.314,0.724,0.706,0.174
0.817,0.906,0.311,0.717,0.699,0.178
