Fg,RPM,Fs,Fa,Fb,Fc,Fh,Fw,pressure,Fremoved,S,DO2,P,V,Wt,pH,T,Q,CO2outgas,Fpaa,PAA_offline,Foil,NH3_offline,OUR,O2,P_offline,X_offline,CER,NH3_shots,Viscosity_offline,Fault_ref,Control_ref,PAT_ref,Batch_ref,Batch_ref
42,100,75,0,45.172,187.55,0.0001,0,0.7,0,0.013549,11.092,0.00094987,58429,63206,6.4852,298.08,284.17,0.65245,0,0,35,0,1.2414,0.18707,0,0,0.33865,0,0,0,1,0,0,3
42,100,75,0,51.594,188.22,0.0001,0,0.7,0,0.012907,11.076,0.00094905,58449,63237,6.4867,298.05,277.14,0.66281,0,0,35,0,1.2451,0.187,0,0,0.34408,0,0,0,1,0,0,3
42,100,75,0,57.425,182.17,0.0001,0,0.7,0,0.012445,11.06,0.00094822,58470,63269,6.4908,298.02,269.75,0.67313,0,0,35,0,1.2431,0.18701,0,0,0.34948,0,0,0,1,0,0,3
42,100,75,0,61.625,174.83,0.0001,0,0.7,0,0.011943,11.06,0.00094737,58492,63302,6.4963,298,262.65,0.68341,0,0,35,0,1.2348,0.1871,0,0,0.35486,0,0,0,1,0,0,3
42,100,75,0,63.637,166.86,0.0001,0,0.7,0,0.011575,11.045,0.00094652,58515,63336,6.5016,297.99,261.4,0.69363,0,0,35,0,1.2303,0.18714,0,0,0.36022,0,0,0,1,0,0,3
55,100,150,0,63.506,165.36,0.0001,0,0.7,0,0.034548,9.9487,0.00094542,58552,63389,6.4761,298.14,300.24,0.55697,0,0,35,0,1.6065,0.18745,0,0,0.3781,0,0,0,1,0,0,3
55,100,150,0,73.687,214.57,0.0001,0,0.7,0,0.032786,9.8633,0.00094429,58591,63445,6.4545,298.23,325.94,0.5597,0,0,35,0,1.652,0.18697,0,0,0.37997,0,0,0,1,0,0,3
55,100,150,0,92.396,251.31,0.0001,0,0.7,0,0.031714,9.7438,0.0009431,58635,63504,6.4397,298.27,336.95,0.57066,0,0,35,0,1.6807,0.18664,0,0,0.38747,0,0,0,1,0,0,3
55,100,150,0,117.02,273.24,0.0001,0,0.7,0,0.030143,9.635,0.00094182,58683,63569,6.4299,298.28,339.13,0.58229,0,0,35,0,1.7254,0.18615,0,0,0.39542,0,0,0,1,0,0,3
55,100,150,0,145.55,285.89,0.0001,0,0.7,0,0.028922,9.5336,0.00094046,58736,63639,6.4231,298.26,333.87,0.59412,0,0,35,0,1.7604,0.18575,0,0,0.40352,0,0,0,1,0,0,3
55,100,150,0,176.81,289.62,0.0001,0,0.7,0,0.02743,9.4972,0.000939,58796,63715,6.4185,298.24,327.24,0.60607,0,0,35,0,1.7634,0.1857,0,0,0.4117,0,0,0,1,0,0,3
55,100,150,0,209.92,291.11,0.0001,0,0.7,0,0.026322,9.4346,0.00093744,58863,63798,6.4146,298.2,318.33,0.61814,0,0,35,0,1.7676,0.18563,0,0,0.41996,0,0,0,1,0,0,3
55,100,150,0,225,288.83,0.0001,0,0.7,0,0.026052,9.3116,0.00093584,58932,63885,6.4104,298.17,308.54,0.6304,0,0,35,0,1.7998,0.18527,0,0,0.42836,0,0,0,1,0,0,3
55,100,150,0,225,284.31,0.0001,0,0.7,0,0.024783,9.2163,0.00093424,59002,63972,6.4065,298.15,304.71,0.64282,0,0,35,0,1.8301,0.18493,0,0,0.43687,0,0,0,1,0,0,3
55,100,150,0,225,286.01,0.0001,0,0.7,0,0.023299,9.163,0.00093264,59071,64058,6.4037,298.12,296.64,0.65532,0,0,35,0,1.845,0.18474,0,0,0.44544,0,0,0,1,0,0,3
55,100,150,0,225,281.66,0.0001,0,0.7,0,0.022666,9.0765,0.00093105,59141,64145,6.401,298.13,297.23,0.66789,0,0,35,0,1.8627,0.18453,0,0,0.45406,0,0,0,1,0,0,3
55,100,150,0,225,287.25,0.0001,0,0.7,0,0.021285,9.0155,0.00092946,59211,64231,6.3992,298.11,291.97,0.68053,0,0,35,0,1.8868,0.18426,0,0,0.46273,0,0,0,1,0,0,3
55,100,150,0,225,285.33,0.0001,0,0.7,0,0.020691,8.9295,0.00092788,59280,64318,6.3975,298.11,291.82,0.69323,0,0,35,0,1.9067,0.18402,0,0,0.47144,0,0,0,1,0,0,3
55,100,150,0,225,289.28,0.0001,0,0.7,0,0.019375,8.9217,0.0009263,59350,64404,6.3968,298.11,292.72,0.70593,0,0,35,0,1.9061,0.184,0,0,0.48016,0,0,0,1,0,0,3
55,100,150,0,225,294.38,0.0001,0,0.7,0,0.018995,8.8124,0.00092473,59419,64491,6.3958,298.1,290.49,0.7187,0,0,35,0,1.9327,0.1837,0,0,0.48893,0,0,0,1,0,0,3
55,100,150,0,225,295.65,0.0001,0,0.7,0,0.018293,8.7628,0.00092316,59489,64578,6.395,298.1,289.76,0.73154,0,0,35,0,1.9389,0.18361,0,0,0.49775,0,0,0,1,0,0,3
55,100,150,0,225,298.59,0.0001,0,0.7,0,0.017309,8.7456,0.00092159,59558,64664,6.3949,298.1,290.05,0.74437,0,0,35,0,1.9381,0.18359,0,0,0.50656,0,0,0,1,0,0,3
55,100,150,0,225,302.66,0.0001,0,0.7,0,0.016372,8.7177,0.00092003,59628,64751,6.3952,298.09,287.4,0.75718,0,0,35,0,1.9357,0.18359,0,0,0.51537,0,0,0,1,0,0,3
55,100,150,0,225,303.08,0.0001,0,0.7,0,0.015685,8.6878,0.00091847,59698,64837,6.3957,298.1,288.91,0.76999,0,0,35,0,1.9294,0.18364,0,0,0.52417,0,0,0,1,0,0,3
55,100,150,0,225,308.4,0.0001,0,0.7,0,0.014739,8.6882,0.00091692,59767,64923,6.397,298.08,285.32,0.78274,0,1306.8,35,1840.6,1.9242,0.18367,0.00092316,9.4376,0.53294,0,22.126,0,1,0,0,3
55,100,30,0,225,307.46,0.0001,0,0.7,0,0.002517,12.104,0.024449,59813,64978,6.4389,297.72,185.06,0.7904,0,0,35,0,0.88884,0.19449,0,0,0.53821,0,0,0,1,0,0,3
55,100,30,0,225,92.238,468.43,0,0.7,0,0.0025113,12.092,0.050866,59858,65031,6.4784,299.24,607.27,0.79504,0,0,35,0,0.77818,0.19562,0,0,0.5414,0,0,0,1,0,0,3
55,100,30,0,225,609.05,46.843,0,0.7,0,0.0025033,12.053,0.077502,59903,65085,6.5136,298.45,388.57,0.79949,0,0,35,0,0.78426,0.19555,0,0,0.54446,0,0,0,1,0,0,3
55,100,30,0,220.1,372.72,4.6843,0,0.7,0,0.0025107,12.017,0.10418,59948,65138,6.5446,297.99,259.84,0.80393,0,0,35,0,0.79787,0.1954,0,0,0.54752,0,0,0,1,0,0,3
55,100,30,0,202.8,235.99,0.46843,0,0.7,0,0.0024748,11.988,0.13126,59989,65188,6.5718,297.75,193.11,0.80834,0,0,35,0,0.80802,0.19529,0,0,0.55056,0,0,0,1,0,0,3
55,100,30,0.51792,101.4,70.796,241.79,0,0.8,0,0.0024452,12.708,0.1588,60010,65217,6.5922,298.58,423.93,0.8127,0,0,35,0,0.84247,0.19493,0,0,0.55356,0,0,0,1,0,0,3
55,100,30,1.0365,50.7,349.21,24.179,0,0.8,0,0.002437,12.631,0.18648,60021,65236,6.5972,298.23,325.35,0.81704,0,0,35,0,0.85905,0.19475,0,0,0.55654,0,0,0,1,0,0,3
55,100,30,1.5568,25.35,242.7,2.4179,0,0.8,0,0.0023788,12.582,0.21457,60027,65250,6.5734,297.99,258.76,0.82134,0,0,35,0,0.87854,0.19454,0,0,0.5595,0,0,0,1,0,0,3
55,100,30,2.08,12.675,171.42,0.24179,0,0.8,0,0.0023591,12.527,0.24284,60030,65262,6.5299,297.88,227.98,0.82562,0,0,35,0,0.9,0.19431,0,0,0.56245,0,0,0,1,0,0,3
55,100,30,0,1.3041,51.425,169.29,0,0.8,0,0.002332,12.49,0.27138,60031,65271,6.4759,298.51,403.76,0.8299,0,0,35,0,0.90867,0.19421,0,0,0.5654,0,0,0,1,0,0,3
55,100,30,0,11.485,265.22,16.929,0,0.8,0,0.0022802,12.514,0.30026,60034,65283,6.4443,298.27,337.8,0.83413,0,0,35,0,0.89319,0.19436,0,0,0.56831,0,0,0,1,0,0,3
55,100,30,0,34.214,197.92,1.6929,0,0.8,0,0.0022504,12.536,0.3294,60041,65298,6.4464,298.09,286.6,0.83832,0,0,35,0,0.8787,0.1945,0,0,0.5712,0,0,0,1,0,0,3
55,100,30,0,56.071,146.51,0.16929,0,0.8,0,0.0022261,12.558,0.35878,60053,65318,6.4693,297.98,256.06,0.84246,0,0,35,0,0.86931,0.19459,0,0,0.57405,0,0,0,1,0,0,3
55,100,30,0,68.798,113.41,0.016929,0,0.8,0,0.0022365,12.561,0.38833,60067,65341,6.4958,297.92,239.14,0.84658,0,0,35,0,0.85877,0.19469,0,0,0.57689,0,0,0,1,0,0,3
55,100,30,0,70.979,34.024,120.69,0,0.8,0,0.0021985,12.562,0.41809,60082,65364,6.521,298.39,371.77,0.85067,0,0,35,0,0.85776,0.1947,0,0,0.57971,0,0,0,1,0,0,3
55,100,30,0,63.1,195.36,12.069,0,0.8,0,0.0022105,12.508,0.44802,60095,65385,6.5401,298.24,327.77,0.85474,0,0,35,0,0.87606,0.1945,0,0,0.58251,0,0,0,1,0,0,3
55,100,30,0,47.595,152.15,1.2069,0,0.8,0,0.0022329,12.431,0.47805,60105,65403,6.5473,298.12,296.79,0.85884,0,0,35,0,0.9033,0.19421,0,0,0.58534,0,0,0,1,0,0,3
55,100,30,0,29.238,123.88,0.12069,0,0.8,0,0.0022385,12.369,0.50831,60111,65418,6.533,298.06,279.61,0.86297,0,0,35,0,0.92129,0.19402,0,0,0.58819,0,0,0,1,0,0,3
55,100,30,0,16.646,108.16,0.012069,0,0.8,0,0.0022026,12.342,0.53886,60115,65430,6.5006,298.03,270.07,0.8671,0,0,35,0,0.92379,0.19398,0,0,0.59103,0,0,0,1,0,0,3
55,100,30,0,16.972,99.192,0.0012069,0,0.8,0,0.0021558,12.336,0.56985,60119,65443,6.4712,298.01,265.14,0.87118,0,0,35,0,0.92397,0.19397,0,0,0.59385,0,0,0,1,0,0,3
55,100,37,0,28.988,94.439,0.00012069,0,0.8,0,0.0024736,12.113,0.59966,60126,65459,6.4568,298.02,268.41,0.87556,0,0,35,0,0.98262,0.19336,0,0,0.59686,0,0,0,1,0,0,3
55,100,37,0,46.739,99.035,0.0001,0,0.8,0,0.002466,12.098,0.62958,60138,65479,6.46,298.03,270.3,0.8801,0,0,35,0,0.99478,0.19322,0,0,0.59999,0,0,0,1,0,0,3
55,100,37,0,63.2,102.13,0.0001,0,0.8,0,0.0024388,12.109,0.65983,60152,65503,6.4753,298.02,268.05,0.88463,0,0,35,0,0.99114,0.19325,0,0,0.60312,0,0,0,1,0,0,3
55,100,37,0,73.546,100.41,0.0001,0,0.8,0,0.0024358,12.099,0.69027,60169,65528,6.4961,298.01,265.05,0.88914,0,0,35,0,0.99282,0.19322,0,0,0.60623,0,0,0,1,0,0,3
55,100,37,0,75.618,97.584,0.0001,0,0.8,0,0.0024238,12.075,0.7209,60186,65554,6.5146,298.01,264.67,0.89365,0,0,35,0,0.99611,0.19318,0,0,0.60934,0,0,0,1,0,0,3
55,100,37,0,70.324,97.6,0.0001,0,0.8,0,0.0024198,12.05,0.75156,60202,65579,6.5289,298.01,266.18,0.89815,0,0,35,0,0.99843,0.19315,0,0,0.61245,0,0,0,1,0,0,3
55,100,37,0,59.296,99.826,0.0001,0,0.8,0,0.0023824,12.018,0.78256,60216,65601,6.5358,298.02,267.42,0.90262,0,0,35,0,1.0105,0.19302,0,0,0.61553,0,0,0,1,0,0,3
55,100,37,0,45.538,101.87,0.0001,0,0.8,0,0.002351,11.996,0.81395,60227,65621,6.5287,298.02,267.45,0.90706,0,0,35,0,1.0081,0.19303,0,0,0.61859,0,0,0,1,0,0,3
55,100,37,0,34.625,102.6,0.0001,0,0.8,0,0.0023387,11.958,0.84565,60236,65639,6.5123,298.02,267.91,0.91149,0,0,35,0,1.0105,0.193,0,0,0.62165,0,0,0,1,0,0,3
55,100,37,0,30.276,103.88,0.0001,0,0.8,0,0.0023302,11.925,0.87761,60244,65655,6.4921,298.02,268.96,0.91592,0,0,35,0,1.0127,0.19297,0,0,0.62471,0,0,0,1,0,0,3
55,100,37,0,33.959,105.95,0.0001,0,0.9,0,0.0022804,12.758,0.91023,60252,65673,6.4787,298.02,268.56,0.92033,0,0,35,0,1.0127,0.19296,0,0,0.62776,0,0,0,1,0,0,3
55,100,37,0,42.989,106.36,0.0001,0,0.9,0,0.0022586,12.757,0.94322,60263,65692,6.4763,298.02,267.93,0.92472,0,0,35,0,1.0037,0.19304,0,0,0.63078,0,0,0,1,0,0,3
55,100,37,0,52.947,106.48,0.0001,0,0.9,0,0.0022521,12.737,0.97642,60275,65713,6.4823,298.01,266.15,0.92909,0,0,35,0,1.0127,0.19294,0,0,0.6338,0,0,0,1,0,0,3
55,100,37,0,60.529,105.09,0.0001,0,0.9,0,0.0022595,12.713,1.0098,60289,65736,6.4909,298.01,265.2,0.93346,0,0,35,0,1.0201,0.19286,0,0,0.63682,0,0,0,1,0,0,3
55,100,37,0,64.684,104.52,0.0001,0,0.9,0,0.0022504,12.683,1.0435,60304,65760,6.5021,298.01,263.77,0.93783,0,0,35,0,1.0337,0.19271,0,0,0.63984,0,0,0,1,0,0,3
55,100,37,0,64.365,103.21,0.0001,0,0.9,0,0.0022297,12.66,1.0776,60319,65783,6.5148,298,261.83,0.94219,0,0,35,0,1.0406,0.19263,0,0,0.64285,0,0,0,1,0,0,3
55,100,37,0,58.953,101.1,0.0001,0,0.9,0,0.002234,12.63,1.1117,60333,65806,6.5217,297.99,259.81,0.94653,0,0,35,0,1.0467,0.19256,0,0,0.64585,0,0,0,1,0,0,3
55,100,37,0,50.823,98.64,0.0001,0,0.9,0,0.002213,12.605,1.1459,60345,65827,6.522,297.99,259.66,0.95087,0,0,35,0,1.0465,0.19255,0,0,0.64884,0,0,0,1,0,0,3
55,100,37,0,42.571,98.222,0.0001,0,0.9,0,0.002205,12.568,1.1806,60355,65846,6.5164,298,261.34,0.95518,0,0,35,0,1.0572,0.19243,0,0,0.65182,0,0,0,1,0,0,3
55,100,37,0,36.558,99.974,0.0001,0,0.9,0,0.0021949,12.53,1.2156,60364,65864,6.5042,298,262.2,0.95948,0,0,35,0,1.0705,0.19228,0,0,0.65479,0,0,0,1,0,0,3
55,100,43,0,35.404,100.89,0.0001,0,0.9,0,0.0024651,12.305,1.2493,60375,65883,6.4888,298.01,265.19,0.96405,0,0,35,0,1.1256,0.1917,0,0,0.65795,0,0,0,1,0,0,3
55,100,43,0,40.413,104.57,0.0001,0,0.9,0,0.0024667,12.287,1.2832,60386,65904,6.4794,298.01,266.09,0.96876,0,0,35,0,1.1341,0.19161,0,0,0.66121,0,0,0,1,0,0,3
55,100,43,0,49.169,106.02,0.0001,0,0.9,0,0.002411,12.285,1.3178,60399,65926,6.4817,298.01,265.82,0.97345,0,0,35,0,1.1369,0.19157,0,0,0.66445,0,0,0,1,0,0,3
55,100,43,0,56.971,106.2,0.0001,0,0.9,0,0.002386,12.292,1.3528,60413,65950,6.4911,298.01,264.42,0.97809,0,0,35,0,1.1304,0.19163,0,0,0.66766,0,0,0,1,0,0,3
55,100,43,0,61.027,105,0.0001,0,0.9,0,0.0023908,12.252,1.3879,60428,65974,6.5016,298.01,263.88,0.98275,0,0,35,0,1.1352,0.19157,0,0,0.67088,0,0,0,1,0,0,3
55,100,43,0,60.899,104.69,0.0001,0,0.9,0,0.0024008,12.219,1.423,60444,65999,6.5115,298.01,265.32,0.98744,0,0,35,0,1.1403,0.19151,0,0,0.67412,0,0,0,1,0,0,3
55,100,43,0,56.81,106.72,0.0001,0,0.9,0,0.0023991,12.185,1.4582,60458,66023,6.5177,298.02,268.24,0.99215,0,0,35,0,1.1405,0.1915,0,0,0.67738,0,0,0,1,0,0,3
55,100,43,0,50.253,110.7,0.0001,0,0.9,0,0.0023845,12.147,1.4935,60471,66045,6.5179,298.03,271.76,0.99687,0,0,35,0,1.1462,0.19143,0,0,0.68064,0,0,0,1,0,0,3
55,100,43,0,43.624,115.77,0.0001,0,0.9,0,0.0023944,12.097,1.529,60483,66066,6.5124,298.05,274.69,1.0016,0,0,35,0,1.1582,0.19129,0,0,0.68391,0,0,0,1,0,0,3
55,100,43,0,39.189,120.56,0.0001,0,0.9,0,0.0023669,12.069,1.565,60494,66086,6.5026,298.05,277.4,1.0063,0,0,35,0,1.1643,0.19122,0,0,0.68718,0,0,0,1,0,0,3
55,100,43,0,38.673,125.49,0.0001,0,0.9,0,0.0023203,12.066,1.6014,60505,66107,6.4924,298.04,274.23,1.011,0,0,35,0,1.1636,0.19122,0,0,0.69042,0,0,0,1,0,0,3
55,100,43,0,42.216,123.59,0.0001,0,0.9,0,0.0022884,12.068,1.638,60516,66127,6.4848,298.03,270.89,1.0156,0,0,35,0,1.1544,0.1913,0,0,0.69363,0,0,0,1,0,0,3
55,100,43,0,48.822,121.21,0.0001,0,0.9,0,0.002245,12.073,1.6752,60529,66150,6.4825,298.02,266.89,1.0202,0,0,35,0,1.1524,0.19132,0,0,0.69681,0,0,0,1,0,0,3
55,100,43,0,56.33,117.59,0.0001,0,0.9,0,0.002267,12.031,1.7123,60544,66173,6.4858,298.01,263.82,1.0248,0,0,35,0,1.1643,0.19118,0,0,0.69999,0,0,0,1,0,0,3
55,100,43,0,62.532,114.6,0.0001,0,0.9,0,0.0022672,12.01,1.7496,60559,66198,6.494,298,261.61,1.0295,0,0,35,0,1.1661,0.19116,0,0,0.7032,0,0,0,1,0,0,3
55,100,43,0,65.455,112.22,0.0001,0,0.9,0,0.0022975,11.972,1.7867,60575,66224,6.502,298,261.2,1.0341,0,0,35,0,1.1725,0.19108,0,0,0.70642,0,0,0,1,0,0,3
55,100,43,0,65.166,111.72,0.0001,0,0.9,0,0.0022942,11.946,1.8241,60592,66249,6.508,298,260.79,1.0388,0,0,35,0,1.1726,0.19107,0,0,0.70966,0,0,0,1,0,0,3
55,100,43,0,62.5,111.12,0.0001,0,0.9,0,0.0022795,11.94,1.8618,60607,66274,6.5124,297.99,259.52,1.0434,0,0,35,0,1.1665,0.19113,0,0,0.71288,0,0,0,1,0,0,3
55,100,43,0,58.05,109.43,0.0001,0,0.9,0,0.0022592,11.927,1.8997,60622,66298,6.5129,297.99,259.13,1.0481,0,0,35,0,1.1639,0.19114,0,0,0.71608,0,0,0,1,0,0,3
55,100,43,0,53.433,108.66,0.0001,0,0.9,0,0.002283,11.864,1.9377,60636,66322,6.51,298,260.89,1.0527,0,771.6,35,1748.5,1.1803,0.19097,1.7867,13.219,0.71929,0,35.739,0,1,0,0,3
55,100,47,0,49.958,110.43,0.0001,0,0.9,0,0.0024465,11.695,1.9749,60649,66345,6.5041,298.01,265.29,1.0575,0,0,35,0,1.2203,0.19054,0,0,0.72263,0,0,0,1,0,0,3
55,100,47,0,48.847,115.61,0.0001,0,0.9,0,0.0023899,11.706,2.0129,60663,66368,6.498,298.02,266.66,1.0624,0,0,35,0,1.212,0.19062,0,0,0.72602,0,0,0,1,0,0,3
55,100,47,0,50.184,117.61,0.0001,0,0.9,0,0.0023931,11.655,2.0514,60677,66392,6.4939,298.01,265.27,1.0673,0,0,35,0,1.2282,0.19044,0,0,0.7294,0,0,0,1,0,0,3
55,100,47,0,53.136,116.49,0.0001,0,0.9,0,0.002386,11.625,2.0899,60692,66416,6.4913,298,263.12,1.0722,0,0,35,0,1.2418,0.19029,0,0,0.73278,0,0,0,1,0,0,3
55,100,47,0,57.15,114.34,0.0001,0,0.9,0,0.0023997,11.597,2.1281,60707,66441,6.4915,298,261.43,1.0771,0,0,35,0,1.2472,0.19022,0,0,0.73617,0,0,0,1,0,0,3
55,100,47,0,61.077,112.49,0.0001,0,0.9,0,0.0024027,11.573,2.1665,60723,66467,6.4943,297.99,260.46,1.082,0,0,35,0,1.2509,0.19018,0,0,0.73957,0,0,0,1,0,0,3
55,100,47,0,63.856,111.27,0.0001,0,0.9,0,0.0023714,11.571,2.2055,60740,66493,6.5021,297.99,260.35,1.0868,0,0,35,0,1.2475,0.1902,0,0,0.74295,0,0,0,1,0,0,3
55,100,47,0,63.521,110.97,0.0001,0,0.9,0,0.002338,11.579,2.245,60756,66520,6.5097,298,261.25,1.0917,0,0,35,0,1.2373,0.1903,0,0,0.7463,0,0,0,1,0,0,3
55,100,47,0,60.177,111.84,0.0001,0,0.9,0,0.0023254,11.547,2.2849,60772,66545,6.5147,298,261.51,1.0965,0,0,35,0,1.2413,0.19025,0,0,0.74963,0,0,0,1,0,0,3
55,100,47,0,54.831,112.04,0.0001,0,0.9,0,0.0023242,11.499,2.3248,60787,66570,6.5165,298,262.83,1.1013,0,0,35,0,1.2516,0.19013,0,0,0.75297,0,0,0,1,0,0,3
55,100,47,0,48.757,113.58,0.0001,0,0.9,0,0.002324,11.447,2.3646,60800,66593,6.5159,298,263.21,1.1061,0,0,35,0,1.2678,0.18995,0,0,0.75631,0,0,0,1,0,0,3
55,100,47,0,42.94,114.12,0.0001,0,0.9,0,0.0023003,11.402,2.4051,60813,66615,6.509,298.02,269.06,1.1109,0,0,35,0,1.2823,0.18979,0,0,0.75965,0,0,0,1,0,0,3
55,100,47,0,39.861,121.38,0.0001,0,0.9,0,0.0022564,11.393,2.4461,60825,66637,6.4988,298.04,273.35,1.1157,0,0,35,0,1.2807,0.1898,0,0,0.76297,0,0,0,1,0,0,3
55,100,47,0,40.88,127.38,0.0001,0,0.9,0,0.0022186,11.406,2.4873,60837,66659,6.4911,298.06,280.23,1.1204,0,0,35,0,1.2677,0.18993,0,0,0.76626,0,0,0,1,0,0,3
55,100,47,0,44.964,137.12,0.0001,0,0.9,0,0.0021666,11.431,2.5289,60850,66681,6.4877,298.08,284.22,1.1251,0,0,35,0,1.2536,0.19006,0,0,0.7695,0,0,0,1,0,0,3
55,100,47,0,50.376,144.19,0.0001,0,0.9,0,0.002163,11.405,2.5703,60864,66705,6.4894,298.08,284.58,1.1297,0,0,35,0,1.2624,0.18996,0,0,0.77272,0,0,0,1,0,0,3
55,100,47,0,55.11,147.46,0.0001,0,0.9,0,0.0021339,11.406,2.612,60878,66729,6.4939,298.06,279.47,1.1344,0,0,35,0,1.2649,0.18993,0,0,0.77593,0,0,0,1,0,0,3
55,100,47,0,58.052,144.23,0.0001,0,0.9,0,0.0021487,11.352,2.6539,60894,66754,6.4985,298.06,277.96,1.139,0,0,35,0,1.2734,0.18983,0,0,0.77915,0,0,0,1,0,0,3
55,100,47,0,59.177,144.84,0.0001,0,0.9,0,0.0021492,11.32,2.6961,60910,66780,6.5031,298.06,277.89,1.1437,0,0,35,0,1.2799,0.18976,0,0,0.78239,0,0,0,1,0,0,3
55,100,47,0,58.47,146.91,0.0001,0,0.9,0,0.0021036,11.325,2.7386,60925,66805,6.5065,298.04,274.12,1.1483,0,0,35,0,1.2706,0.18984,0,0,0.78561,0,0,0,1,0,0,3
60,100,51,0,56.387,144.44,0.0001,0,1.1,0,0.0022783,12.995,2.7805,60943,66833,6.5063,298.04,273.62,1.0645,10,0,35,0,1.2911,0.19091,0,0,0.79357,0,0,0,1,0,0,3
60,100,51,0,54.409,145.54,0.0001,0,1.1,0,0.0022523,12.979,2.8224,60961,66860,6.5051,298.03,271.86,1.0647,10,0,35,0,1.2747,0.19106,0,0,0.79376,0,0,0,1,0,0,3
60,100,51,0,52.901,144.96,0.0001,0,1.1,0,0.0022465,12.954,2.8647,60978,66887,6.5016,298.02,268.33,1.0689,10,0,35,0,1.2723,0.19108,0,0,0.79697,0,0,0,1,0,0,3
60,100,51,0,52.794,142.04,0.0001,0,1.1,0,0.0022354,12.929,2.9073,60995,66915,6.4978,298.02,267.19,1.0734,10,0,35,0,1.268,0.19111,0,0,0.80037,0,0,0,1,0,0,3
60,100,51,0,54.181,141.58,0.0001,0,1.1,0,0.0022243,12.871,2.9501,61012,66942,6.4945,298.02,267.87,1.078,10,0,35,0,1.2933,0.19086,0,0,0.80379,0,0,0,1,0,0,3
60,100,51,0,56.895,143.14,0.0001,0,1.1,0,0.002276,12.803,2.9928,61030,66970,6.4943,298.04,273.95,1.0826,10,0,35,0,1.3072,0.19072,0,0,0.80726,0,0,0,1,0,0,3
60,100,51,0,59.692,151.26,0.0001,0,1.1,0,0.0022011,12.847,3.0361,61049,66999,6.4951,298.04,273.31,1.0871,10,0,35,0,1.2922,0.19085,0,0,0.8107,0,0,0,1,0,0,3
60,100,51,0,62.158,151.9,0.0001,0,1.1,0,0.0021618,12.867,3.08,61068,67028,6.4967,298.03,270.12,1.0916,10,0,35,0,1.2768,0.19099,0,0,0.81408,0,0,0,1,0,0,3
60,100,51,0,64.014,149.56,0.0001,0,1.1,0,0.0021225,12.874,3.1243,61088,67057,6.4987,298.02,268.91,1.096,10,0,35,0,1.2666,0.19108,0,0,0.81743,0,0,0,1,0,0,3
60,100,51,0,65.046,149.26,0.0001,0,1.1,0,0.0021356,12.82,3.1686,61107,67087,6.4986,298.03,269.24,1.1004,10,0,35,0,1.2812,0.19093,0,0,0.82079,0,0,0,1,0,0,3
60,100,51,0,66.137,150.61,0.0001,0,1.1,0,0.002125,12.781,3.2131,61127,67117,6.4991,298.03,270.25,1.1049,10,0,35,0,1.3043,0.1907,0,0,0.82415,0,0,0,1,0,0,3
60,100,51,0,67.028,152.78,0.0001,0,1.1,0,0.0021217,12.754,3.2579,61147,67147,6.5015,298.04,273.01,1.1093,10,0,35,0,1.3121,0.19062,0,0,0.8275,0,0,0,1,0,0,3
60,100,51,0,66.926,157.18,0.0001,0,1.1,0,0.0021132,12.721,3.3029,61167,67177,6.5052,298.04,273.56,1.1137,10,0,35,0,1.3192,0.19055,0,0,0.83085,0,0,0,1,0,0,3
60,100,51,0,65.379,159.23,0.0001,0,1.1,0,0.0020891,12.695,3.3485,61187,67207,6.5076,298.04,272.26,1.1182,10,0,35,0,1.3305,0.19043,0,0,0.83419,0,0,0,1,0,0,3
60,100,51,0,62.861,159.18,0.0001,0,1.1,0,0.0020791,12.667,3.3943,61206,67236,6.5084,298.03,271.82,1.1226,10,0,35,0,1.3329,0.1904,0,0,0.83752,0,0,0,1,0,0,3
60,100,51,0,60.031,160.04,0.0001,0,1.1,0,0.0020673,12.651,3.4402,61225,67265,6.5075,298.03,271.13,1.1269,10,0,35,0,1.327,0.19045,0,0,0.84085,0,0,0,1,0,0,3
60,100,51,0,57.573,160.51,0.0001,0,1.1,0,0.0020256,12.661,3.4864,61243,67293,6.5045,298.02,268.99,1.1313,10,0,35,0,1.3214,0.19049,0,0,0.84414,0,0,0,1,0,0,3
60,100,51,0,56.3,159.16,0.0001,0,1.1,0,0.0019993,12.654,3.5328,61261,67321,6.503,298.01,264.31,1.1356,10,0,35,0,1.3232,0.19047,0,0,0.84739,0,0,0,1,0,0,3
60,100,51,0,55.598,154.51,0.0001,0,1.1,0,0.001976,12.633,3.5796,61278,67349,6.5015,298,261.71,1.1398,10,0,35,0,1.33,0.19039,0,0,0.85062,0,0,0,1,0,0,3
60,100,51,0,55.531,151.83,0.0001,0,1.1,0,0.0019323,12.612,3.6266,61296,67376,6.5007,297.99,258.2,1.1441,10,0,35,0,1.343,0.19026,0,0,0.85382,0,0,0,1,0,0,3
60,100,57,0,55.759,147.65,0.0001,0,1.1,0,0.0021438,12.37,3.6733,61315,67406,6.4981,298,260.62,1.1485,10,0,35,0,1.3967,0.18974,0,0,0.85721,0,0,0,1,0,0,3
60,100,57,0,57.063,150.17,0.0001,0,1.1,0,0.0021327,12.359,3.7203,61334,67435,6.4965,298,262.5,1.1531,10,0,35,0,1.3912,0.18978,0,0,0.86069,0,0,0,1,0,0,3
