X0,X1,X2,X3,X4,X5,X6,Y
48.2,75362,84431,1.8,1.47,0.19,1.49,29.11
14.46,74732,83704,1.79,1.46,0.19,1.48,29.13
41.89,74103,82979,1.77,1.44,0.19,1.47,29.14
12.57,73478,82258,1.76,1.42,0.19,1.46,29.16
72.34,72856,81540,1.74,1.38,0.19,1.44,29.17
40.85,72932,81626,1.74,1.36,0.19,1.44,29.18
12.26,73012,81716,1.74,1.33,0.19,1.44,29.19
37.66,73096,81810,1.74,1.32,0.19,1.44,29.2
11.3,73184,81909,1.74,1.29,0.19,1.44,29.2
67.65,73275,82010,1.74,1.27,0.19,1.44,29.2
37.64,73368,82112,1.74,1.25,0.19,1.44,29.21
11.29,73461,82215,1.74,1.26,0.19,1.44,29.21
36.34,73552,82317,1.74,1.27,0.19,1.44,29.21
10.9,73642,82418,1.74,1.28,0.19,1.44,29.22
67.87,73730,82516,1.74,1.3,0.19,1.44,29.22
38.12,73815,82611,1.74,1.3,0.19,1.44,29.23
11.44,73898,82704,1.74,1.31,0.19,1.44,29.24
36.57,73979,82795,1.74,1.31,0.19,1.44,29.24
10.97,74059,82885,1.75,1.32,0.19,1.44,29.25
68.47,74138,82975,1.75,1.31,0.19,1.45,29.26
36.48,74219,83066,1.75,1.3,0.19,1.45,29.27
10.94,74300,83158,1.75,1.28,0.19,1.45,29.27
35.62,74383,83251,1.75,1.27,0.19,1.45,29.28
10.69,74466,83344,1.75,1.27,0.19,1.45,29.28
69.49,74549,83437,1.75,1.26,0.19,1.45,29.29
39.37,74632,83530,1.75,1.27,0.19,1.45,29.3
11.81,74714,83622,1.75,1.28,0.19,1.45,29.3
40.73,74794,83712,1.75,1.29,0.19,1.45,29.31
12.22,74873,83801,1.75,1.3,0.19,1.45,29.32
76.01,74951,83889,1.75,1.3,0.19,1.45,29.32
43.91,75028,83977,1.75,1.31,0.19,1.45,29.33
13.17,75106,84065,1.75,1.31,0.19,1.45,29.34
43.96,75185,84154,1.75,1.29,0.19,1.45,29.34
13.19,75266,84245,1.75,1.29,0.19,1.45,29.35
80.51,75348,84338,1.75,1.29,0.19,1.45,29.35
47.47,75432,84432,1.76,1.29,0.19,1.45,29.36
14.24,75518,84528,1.76,1.28,0.19,1.45,29.36
45.64,75605,84625,1.76,1.26,0.19,1.45,29.37
13.69,75693,84723,1.76,1.24,0.19,1.46,29.37
78.85,75781,84822,1.76,1.24,0.19,1.46,29.37
47.74,75869,84919,1.76,1.24,0.19,1.46,29.37
14.32,75955,85016,1.76,1.23,0.19,1.46,29.37
44.96,76041,85112,1.76,1.25,0.19,1.46,29.37
13.49,76124,85205,1.76,1.29,0.19,1.46,29.38
76.39,76205,85296,1.76,1.32,0.19,1.46,29.38
756.53,61022,66125,0.77,0.96,0.19,0.54,0.02
607.16,61067,66178,0.77,0.85,0.19,0.54,0.05
489.27,61113,66232,0.78,0.84,0.2,0.54,0.07
394.38,61158,66285,0.78,0.84,0.19,0.55,0.1
118.31,61202,66337,0.79,0.85,0.19,0.55,0.12
556.85,61243,66386,0.79,0.86,0.19,0.55,0.15
482.59,61264,66415,0.8,0.9,0.19,0.56,0.17
400.94,61274,66434,0.8,0.92,0.19,0.56,0.2
329.46,61282,66450,0.8,0.94,0.19,0.56,0.22
277.2,61290,66466,0.81,0.94,0.19,0.56,0.25
238.78,61299,66484,0.81,0.94,0.19,0.57,0.28
71.64,61313,66506,0.82,0.93,0.19,0.57,0.3
375.27,61331,66532,0.82,0.91,0.19,0.57,0.33
318.34,61353,66562,0.82,0.91,0.19,0.58,0.36
265.79,61378,66595,0.83,0.9,0.19,0.58,0.39
226.7,61405,66631,0.83,0.89,0.19,0.58,0.42
201.13,61433,66667,0.84,0.89,0.19,0.58,0.44
185.37,61461,66703,0.84,0.89,0.19,0.59,0.47
171.98,61488,66738,0.84,0.89,0.19,0.59,0.5
51.6,61511,66769,0.85,0.9,0.19,0.59,0.53
282.81,61532,66799,0.85,0.96,0.19,0.6,0.56
264.52,61551,66826,0.86,0.98,0.19,0.6,0.58
243.04,61568,66852,0.86,0.99,0.19,0.6,0.61
224.03,61585,66878,0.87,1,0.19,0.6,0.64
205.68,61603,66904,0.87,0.99,0.19,0.61,0.67
183.9,61623,66933,0.87,0.99,0.19,0.61,0.7
166.6,61647,66965,0.88,1,0.19,0.61,0.72
154.78,61673,67000,0.88,1,0.19,0.62,0.75
145.32,61701,67037,0.89,1,0.19,0.62,0.78
137.4,61732,67077,0.89,1.01,0.19,0.62,0.81
41.22,61764,67117,0.9,1.03,0.19,0.63,0.84
231.94,61796,67158,0.9,1.03,0.19,0.63,0.87
222.24,61827,67198,0.91,1.03,0.19,0.63,0.9
200.35,61857,67236,0.91,1.03,0.19,0.64,0.93
178.71,61885,67273,0.91,1.03,0.19,0.64,0.96
162.83,61912,67309,0.92,1.03,0.19,0.64,0.99
153.36,61938,67344,0.92,1.03,0.19,0.64,1.02
146.85,61963,67377,0.93,1.03,0.19,0.65,1.05
143.35,61987,67410,0.93,1.03,0.19,0.65,1.08
139.45,62011,67442,0.93,1.03,0.19,0.65,1.11
134.37,62035,67475,0.94,1.08,0.19,0.66,1.14
131.5,62060,67509,0.94,1.09,0.19,0.66,1.17
129.69,62085,67543,0.95,1.08,0.19,0.66,1.2
129.42,62112,67579,0.95,1.07,0.19,0.67,1.23
128,62140,67616,0.96,1.08,0.19,0.67,1.26
126.24,62171,67655,0.96,1.09,0.19,0.67,1.29
128.37,62203,67697,0.97,1.09,0.19,0.68,1.32
129.74,62238,67740,0.97,1.1,0.19,0.68,1.35
133.72,62273,67785,0.97,1.1,0.19,0.68,1.38
133.5,62310,67830,0.98,1.1,0.19,0.68,1.42
135.13,62345,67874,0.98,1.11,0.19,0.69,1.45
136.9,62379,67917,0.99,1.11,0.19,0.69,1.48
140.79,62411,67958,0.99,1.14,0.19,0.69,1.52
142.77,62440,67996,1,1.15,0.19,0.7,1.55
144.81,62466,68030,1,1.16,0.19,0.7,1.58
141.48,62488,68062,1.01,1.18,0.19,0.7,1.62
144.22,62508,68091,1.01,1.19,0.19,0.71,1.65
142.72,62528,68119,1.01,1.21,0.19,0.71,1.69
141.45,62547,68147,1.02,1.2,0.19,0.71,1.72
139.81,62566,68176,1.02,1.2,0.19,0.71,1.76
139.28,62588,68207,1.03,1.24,0.19,0.72,1.79
141.43,62612,68239,1.03,1.23,0.19,0.72,1.82
141.6,62636,68273,1.04,1.22,0.19,0.72,1.86
142.82,62662,68308,1.04,1.23,0.19,0.73,1.89
142.15,62689,68345,1.04,1.24,0.19,0.73,1.93
142.12,62717,68381,1.05,1.24,0.19,0.73,1.96
141.46,62744,68417,1.05,1.24,0.19,0.74,2
138.54,62770,68453,1.06,1.25,0.19,0.74,2.04
137.54,62794,68486,1.06,1.27,0.19,0.74,2.07
139.27,62817,68518,1.07,1.27,0.19,0.75,2.11
141.32,62836,68546,1.07,1.29,0.19,0.75,2.15
144.14,62854,68573,1.08,1.3,0.19,0.75,2.18
144.6,62871,68600,1.08,1.3,0.19,0.75,2.22
145.29,62887,68626,1.08,1.31,0.19,0.76,2.26
145.51,62905,68653,1.09,1.3,0.19,0.76,2.29
143.55,62925,68682,1.09,1.3,0.19,0.76,2.33
141.45,62945,68711,1.1,1.31,0.19,0.77,2.37
140.09,62966,68742,1.1,1.31,0.19,0.77,2.41
139.66,62987,68772,1.11,1.29,0.19,0.77,2.44
138.83,63007,68801,1.11,1.29,0.19,0.78,2.48
134.72,63027,68831,1.03,1.34,0.19,0.79,2.52
137.6,63046,68859,1.03,1.32,0.19,0.79,2.56
139.11,63063,68885,1.03,1.34,0.19,0.79,2.59
137.25,63080,68912,1.04,1.33,0.19,0.79,2.63
138.75,63097,68939,1.04,1.33,0.19,0.79,2.67
139.91,63116,68967,1.05,1.33,0.19,0.8,2.71
142.05,63138,68998,1.05,1.33,0.19,0.8,2.75
145.77,63161,69031,1.06,1.32,0.19,0.8,2.78
147.42,63186,69065,1.06,1.32,0.19,0.81,2.82
147.86,63211,69100,1.06,1.29,0.19,0.81,2.86
147.3,63236,69134,1.07,1.3,0.19,0.81,2.9
146.09,63260,69168,1.07,1.3,0.19,0.82,2.94
146.57,63283,69201,1.08,1.31,0.19,0.82,2.98
148.37,63305,69232,1.08,1.32,0.19,0.82,3.02
149.39,63326,69263,1.08,1.34,0.19,0.83,3.06
151.52,63347,69293,1.09,1.35,0.19,0.83,3.1
150.58,63368,69324,1.09,1.34,0.19,0.83,3.14
149.74,63390,69356,1.1,1.34,0.19,0.84,3.18
143.47,63413,69389,1.1,1.35,0.19,0.84,3.22
139.1,63438,69423,1.11,1.34,0.19,0.84,3.26
133.9,63465,69461,1.11,1.41,0.19,0.85,3.3
136.88,63494,69499,1.11,1.41,0.19,0.85,3.34
138.75,63523,69539,1.12,1.4,0.19,0.85,3.37
142.33,63552,69578,1.12,1.38,0.19,0.86,3.41
146.64,63582,69618,1.13,1.38,0.19,0.86,3.45
149.34,63610,69656,1.13,1.37,0.19,0.86,3.49
154.85,63638,69694,1.14,1.37,0.19,0.87,3.54
160.6,63664,69730,1.14,1.38,0.19,0.87,3.58
164.17,63689,69766,1.15,1.38,0.19,0.87,3.62
165.14,63713,69799,1.15,1.39,0.19,0.88,3.66
161.84,63736,69832,1.15,1.4,0.19,0.88,3.71
159.69,63759,69865,1.16,1.42,0.19,0.88,3.75
152.75,63781,69898,1.16,1.42,0.19,0.89,3.8
145.71,63804,69931,1.17,1.4,0.19,0.89,3.84
140.52,63828,69964,1.17,1.39,0.19,0.89,3.89
42.16,63852,69999,1.18,1.38,0.19,0.9,3.93
234.71,63878,70034,1.18,1.38,0.19,0.9,3.98
204.69,63903,70070,1.18,1.37,0.19,0.9,4.02
175.19,63930,70107,1.19,1.37,0.19,0.91,4.07
158.23,63956,70143,1.19,1.35,0.19,0.91,4.12
151.56,63983,70180,1.2,1.39,0.19,0.91,4.16
152.16,64009,70216,1.2,1.41,0.19,0.92,4.21
147.7,64034,70252,1.21,1.41,0.19,0.92,4.25
142.56,64059,70286,1.21,1.4,0.19,0.92,4.3
138.89,64083,70320,1.21,1.41,0.19,0.93,4.35
138.55,64106,70354,1.22,1.43,0.19,0.93,4.4
134.89,64129,70387,1.22,1.44,0.19,0.93,4.44
131.6,64153,70421,1.23,1.44,0.19,0.94,4.49
125.98,64176,70454,1.23,1.44,0.19,0.94,4.54
119.02,64200,70488,1.23,1.44,0.19,0.94,4.59
114.24,64325,70623,1.24,1.14,0.19,0.95,4.63
34.27,64451,70759,1.24,1.11,0.19,0.95,4.67
211.05,64577,70896,1.25,1.11,0.19,0.95,4.71
157.14,64705,71033,1.25,1.12,0.19,0.95,4.75
111.81,64833,71171,1.26,1.12,0.19,0.96,4.8
33.54,64961,71310,1.26,1.11,0.19,0.96,4.84
147.59,65090,71448,1.26,1.11,0.19,0.96,4.88
122.65,65218,71586,1.27,1.11,0.19,0.97,4.92
97.96,65346,71724,1.27,1.11,0.19,0.97,4.96
77.67,65473,71862,1.28,1.12,0.19,0.97,5
62.86,65601,72000,1.28,1.16,0.19,0.98,5.04
18.86,65728,72137,1.28,1.17,0.19,0.98,5.08
96.81,65854,72274,1.29,1.17,0.19,0.98,5.12
88.02,65980,72410,1.29,1.16,0.19,0.99,5.16
78.05,66106,72547,1.3,1.16,0.19,0.99,5.2
69.8,66232,72683,1.3,1.16,0.19,0.99,5.24
63.68,66358,72820,1.3,1.16,0.19,1,5.28
58.42,66485,72957,1.31,1.15,0.19,1,5.33
52.73,66612,73094,1.31,1.15,0.19,1,5.37
46.81,66739,73231,1.32,1.17,0.19,1.01,5.41
40.67,66866,73369,1.32,1.17,0.19,1.01,5.45
36.49,66994,73507,1.33,1.18,0.19,1.01,5.49
10.95,67122,73646,1.33,1.18,0.19,1.01,5.53
62.78,67251,73785,1.33,1.17,0.19,1.02,5.57
58.01,67380,73924,1.34,1.16,0.19,1.02,5.61
49.26,67510,74064,1.34,1.17,0.19,1.02,5.65
40.76,67640,74205,1.35,1.18,0.19,1.03,5.7
35.01,67772,74347,1.35,1.18,0.19,1.03,5.74
31.45,67903,74489,1.35,1.19,0.19,1.03,5.78
28.29,68035,74631,1.36,1.18,0.19,1.04,5.82
24.24,68169,74775,1.36,1.23,0.19,1.04,5.86
24.35,68303,74920,1.37,1.24,0.19,1.04,5.9
26.47,68437,75065,1.37,1.25,0.19,1.05,5.94
27.8,68572,75210,1.38,1.26,0.19,1.05,5.97
28.76,68707,75355,1.38,1.26,0.19,1.05,6.01
28.71,68842,75501,1.38,1.26,0.19,1.06,6.05
27.81,68977,75647,1.39,1.27,0.19,1.06,6.09
27.57,69112,75792,1.39,1.27,0.19,1.06,6.13
27.03,69248,75939,1.4,1.29,0.19,1.07,6.17
26.08,69384,76085,1.4,1.29,0.19,1.07,6.21
25.28,69520,76232,1.4,1.29,0.19,1.07,6.25
24.05,69656,76379,1.41,1.28,0.19,1.08,6.29
22.6,69793,76526,1.41,1.32,0.19,1.08,6.33
22.89,69929,76674,1.42,1.31,0.19,1.08,6.37
22.69,70066,76821,1.42,1.32,0.19,1.09,6.41
22.06,70202,76968,1.43,1.32,0.19,1.09,6.45
21.31,70338,77115,1.43,1.32,0.19,1.09,6.49
21.32,70475,77262,1.43,1.31,0.19,1.1,6.52
20.49,70612,77410,1.44,1.3,0.19,1.1,6.56
19.04,70749,77558,1.44,1.31,0.19,1.1,6.6
17.69,70887,77706,1.45,1.33,0.19,1.11,6.64
18.53,71025,77855,1.45,1.35,0.19,1.11,6.68
19.34,71164,78004,1.46,1.37,0.19,1.11,6.72
19.65,71302,78153,1.46,1.38,0.19,1.12,6.76
19.52,71439,78301,1.46,1.36,0.19,1.12,6.8
17.7,71576,78449,1.47,1.37,0.19,1.12,6.85
16.7,71711,78594,1.47,1.37,0.19,1.12,6.89
14.67,71844,78739,1.48,1.37,0.19,1.13,6.93
14.35,71976,78881,1.48,1.39,0.19,1.13,6.97
14.77,72106,79022,1.49,1.4,0.19,1.13,7.01
15.91,72235,79161,1.49,1.4,0.19,1.14,7.05
16.96,72363,79300,1.49,1.39,0.19,1.14,7.09
17.08,72491,79438,1.5,1.39,0.19,1.14,7.13
16.87,72619,79577,1.5,1.4,0.19,1.15,7.18
16.54,72748,79717,1.51,1.4,0.19,1.15,7.22
15.42,72877,79857,1.51,1.4,0.19,1.15,7.26
14.15,73008,79998,1.51,1.41,0.19,1.16,7.3
13.41,73139,80140,1.52,1.43,0.19,1.16,7.34
13.76,73270,80282,1.52,1.43,0.19,1.16,7.38
14.85,73402,80424,1.53,1.4,0.19,1.16,7.42
14.92,73534,80567,1.53,1.41,0.19,1.17,7.46
15.08,73666,80710,1.53,1.41,0.19,1.17,7.5
15.07,73797,80852,1.54,1.44,0.19,1.17,7.54
16.78,73927,80993,1.54,1.45,0.19,1.18,7.58
18.69,74057,81134,1.55,1.45,0.19,1.18,7.62
19.52,74186,81274,1.55,1.46,0.19,1.18,7.66
20.58,74315,81413,1.55,1.47,0.19,1.19,7.71
21.36,74443,81552,1.56,1.46,0.19,1.19,7.75
22.4,74571,81691,1.56,1.45,0.19,1.19,7.79
22.29,74699,81830,1.57,1.46,0.19,1.2,7.83
22.97,74827,81968,1.57,1.46,0.19,1.2,7.87
22.92,74954,82107,1.57,1.46,0.19,1.2,7.91
21.15,75081,82244,1.58,1.45,0.19,1.21,7.95
19.22,75208,82382,1.58,1.45,0.19,1.21,7.99
17.29,75334,82519,1.59,1.44,0.19,1.21,8.03
14.89,75460,82655,1.59,1.44,0.19,1.21,8.07
11.96,75585,82791,1.59,1.44,0.19,1.22,8.11
9.93,75710,82927,1.6,1.45,0.19,1.22,8.15
9.45,75835,83062,1.6,1.44,0.19,1.22,8.19
8.8,75959,83197,1.61,1.46,0.19,1.23,8.23
7.33,76086,83334,1.61,1.46,0.19,1.23,8.27
6.53,76213,83472,1.61,1.46,0.19,1.23,8.32
6.33,76341,83611,1.62,1.44,0.19,1.24,8.36
4.64,76470,83751,1.62,1.44,0.19,1.24,8.4
2.86,76600,83891,1.62,1.46,0.19,1.24,8.44
1.97,76730,84032,1.63,1.47,0.19,1.24,8.48
1.28,76860,84173,1.63,1.48,0.19,1.25,8.52
1.42,76990,84314,1.64,1.49,0.19,1.25,8.56
1.57,77120,84455,1.64,1.53,0.19,1.25,8.6
3.76,77250,84596,1.64,1.55,0.19,1.26,8.64
5.71,77379,84737,1.65,1.55,0.19,1.26,8.68
7.38,77509,84877,1.65,1.56,0.19,1.26,8.72
8.99,77639,85018,1.66,1.55,0.19,1.27,8.76
9.23,77768,85159,1.66,1.55,0.19,1.27,8.8
8.4,77897,85299,1.66,1.56,0.19,1.27,8.85
6.92,78026,85439,1.67,1.58,0.19,1.27,8.89
6.87,78155,85579,1.67,1.59,0.19,1.28,8.93
7.51,78283,85718,1.68,1.59,0.19,1.28,8.97
7.44,78411,85858,1.68,1.61,0.19,1.28,9.01
8.32,78539,85996,1.68,1.61,0.19,1.29,9.05
9.01,78667,86136,1.69,1.65,0.19,1.29,9.09
12.18,78795,86276,1.69,1.65,0.19,1.29,9.13
14.03,78923,86415,1.7,1.65,0.19,1.3,9.17
15.86,79051,86554,1.7,1.63,0.19,1.3,9.21
15.74,79180,86694,1.71,1.61,0.19,1.3,9.25
13.98,79309,86834,1.71,1.6,0.19,1.31,9.29
12.95,79438,86975,1.71,1.62,0.19,1.31,9.33
12.4,79569,87117,1.72,1.63,0.19,1.31,9.37
11.89,79699,87259,1.72,1.63,0.19,1.32,9.41
10.93,79830,87402,1.73,1.62,0.19,1.32,9.45
9.12,79961,87544,1.73,1.62,0.19,1.32,9.49
7.83,80091,87685,1.73,1.63,0.19,1.33,9.53
7.12,80221,87826,1.74,1.63,0.19,1.33,9.57
6.47,80350,87966,1.74,1.64,0.19,1.33,9.61
5.67,80478,88106,1.75,1.64,0.19,1.33,9.65
4.5,80525,88164,1.75,1.91,0.18,1.34,9.7
31.91,80572,88222,1.75,1.95,0.18,1.34,9.75
52.08,80618,88279,1.76,1.96,0.18,1.34,9.79
67.08,80664,88336,1.76,1.95,0.18,1.35,9.84
78.64,80709,88393,1.77,1.96,0.18,1.35,9.89
88.04,80760,88456,1.77,2.1,0.18,1.35,9.94
108.31,80812,88520,1.78,2.09,0.18,1.36,9.99
122.6,80865,88585,1.78,2.1,0.18,1.36,10.04
132.82,80919,88652,1.78,2.11,0.18,1.36,10.09
139.78,80975,88720,1.79,2.1,0.18,1.37,10.14
146.28,81032,88790,1.79,2.1,0.18,1.37,10.19
146.36,81089,88859,1.8,2.08,0.18,1.38,10.24
148.68,81147,88930,1.8,2.09,0.18,1.38,10.29
154.32,81204,88999,1.81,2.08,0.18,1.38,10.34
160.67,81261,89069,1.81,2.09,0.18,1.39,10.4
166.28,81317,89137,1.82,2.11,0.18,1.39,10.45
171.72,81372,89206,1.82,2.14,0.18,1.39,10.5
176.92,81427,89273,1.83,2.15,0.18,1.4,10.55
179.06,81480,89340,1.83,2.16,0.18,1.4,10.6
182.31,81534,89406,1.84,2.17,0.18,1.41,10.65
184.54,81587,89472,1.84,2.19,0.18,1.41,10.71
188.59,81640,89539,1.85,2.18,0.18,1.41,10.76
194.52,81694,89606,1.85,2.18,0.18,1.42,10.81
200.64,81748,89673,1.86,2.2,0.18,1.42,10.86
206.52,81803,89741,1.87,2.2,0.18,1.43,10.92
208.7,81852,89801,1.87,1.95,0.18,1.43,10.96
188.19,81901,89860,1.87,1.93,0.18,1.43,11.01
173.82,81949,89918,1.88,1.93,0.18,1.43,11.06
164.54,81994,89973,1.88,1.94,0.18,1.44,11.1
158.83,82037,90027,1.88,1.96,0.18,1.44,11.15
156.12,82078,90079,1.89,1.97,0.18,1.44,11.2
153.05,82119,90130,1.89,1.99,0.18,1.45,11.25
45.91,82161,90182,1.89,1.96,0.18,1.45,11.3
192.47,82204,90236,1.9,1.96,0.18,1.45,11.35
204.43,82249,90292,1.9,1.95,0.18,1.45,11.4
207.28,82296,90349,1.9,1.95,0.18,1.46,11.44
207.59,82344,90407,1.91,1.94,0.18,1.46,11.49
205.14,82391,90465,1.91,1.93,0.18,1.46,11.54
199.97,82438,90523,1.91,1.94,0.18,1.46,11.59
195.32,82483,90579,1.92,1.95,0.18,1.47,11.64
189.34,82527,90634,1.92,1.96,0.18,1.47,11.69
179.37,82571,90687,1.93,1.97,0.18,1.47,11.74
170.11,82613,90741,1.93,2.01,0.18,1.47,11.79
165.26,82657,90796,1.93,2.01,0.18,1.48,11.84
163.3,82702,90851,1.94,2,0.18,1.48,11.89
158.95,82748,90908,1.94,1.99,0.18,1.48,11.94
154.06,82795,90966,1.94,1.98,0.18,1.49,11.99
148.43,82843,91025,1.95,1.99,0.18,1.49,12.04
145.08,82891,91085,1.95,1.99,0.18,1.49,12.09
143.33,82939,91143,1.95,2,0.18,1.49,12.14
141.75,82986,91201,1.96,2.02,0.18,1.5,12.19
142.19,83032,91258,1.96,2.02,0.18,1.5,12.24
143.97,83077,91314,1.96,2.03,0.18,1.5,12.29
145.34,83122,91370,1.97,2.03,0.18,1.51,12.34
146.42,83166,91425,1.97,2.04,0.18,1.51,12.39
146.79,83210,91480,1.98,2.04,0.18,1.51,12.44
147.03,83255,91536,1.98,2.04,0.18,1.51,12.49
147.28,83300,91593,1.98,2.03,0.18,1.52,12.54
149.16,83347,91650,1.99,2.03,0.18,1.52,12.59
153.27,83393,91708,1.99,2.02,0.18,1.52,12.64
158.55,83440,91766,1.99,2.03,0.18,1.52,12.69
165.15,83487,91823,2,2.03,0.18,1.53,12.74
174.17,83534,91881,2,2.03,0.18,1.53,12.78
181.5,83580,91937,2,2.02,0.18,1.53,12.83
188.25,83625,91993,2.01,2.03,0.18,1.54,12.88
195.59,83670,92049,2.01,2.03,0.18,1.54,12.93
198.53,83715,92105,2.01,2.03,0.18,1.54,12.98
203.35,83760,92161,2.02,2.03,0.18,1.54,13.03
206.93,83805,92217,2.02,2.03,0.18,1.55,13.08
207.01,83851,92273,2.02,2.02,0.18,1.55,13.12
205.24,83896,92330,2.03,2.01,0.18,1.55,13.17
205.94,83942,92386,2.03,1.99,0.18,1.55,13.22
205.57,83988,92443,2.03,2,0.18,1.56,13.27
206.89,84034,92500,2.04,2,0.18,1.56,13.32
206.61,84080,92556,2.04,1.99,0.18,1.56,13.36
205.83,84126,92613,1.67,1.96,0.19,1.59,13.41
204.9,84171,92669,1.65,1.89,0.19,1.57,13.46
203.68,84216,92725,1.65,1.89,0.19,1.57,13.51
201.35,84261,92780,1.65,1.9,0.19,1.58,13.55
197.85,84307,92836,1.65,1.9,0.19,1.58,13.6
192.87,84352,92893,1.66,1.9,0.19,1.58,13.65
190.44,84398,92950,1.66,1.9,0.19,1.58,13.7
188.67,84445,93007,1.66,1.9,0.19,1.59,13.74
187.06,84491,93064,1.66,1.9,0.19,1.59,13.79
185.93,84538,93122,1.67,1.88,0.19,1.59,13.84
186.48,84585,93180,1.67,1.89,0.19,1.59,13.89
186.03,84633,93238,1.67,1.9,0.19,1.6,13.93
186.9,84681,93297,1.67,1.92,0.19,1.6,13.98
190.05,84729,93356,1.68,1.9,0.19,1.6,14.03
193.19,84778,93415,1.68,1.91,0.19,1.6,14.07
197.08,84827,93475,1.68,1.89,0.19,1.61,14.12
201.48,84876,93535,1.68,1.89,0.19,1.61,14.16
204.34,84925,93595,1.69,1.88,0.19,1.61,14.21
205.06,84974,93654,1.69,1.88,0.19,1.61,14.25
204.26,85021,93711,1.69,1.87,0.19,1.61,14.3
205.47,85067,93768,1.69,1.87,0.19,1.62,14.34
203.57,85112,93823,1.69,1.88,0.19,1.62,14.38
203.07,85157,93877,1.7,1.87,0.19,1.62,14.43
202.35,85200,93931,1.7,1.88,0.19,1.62,14.47
201.14,85244,93985,1.7,1.87,0.19,1.63,14.51
199.4,85288,94039,1.7,1.87,0.19,1.63,14.55
197.54,85333,94095,1.71,1.87,0.19,1.63,14.6
194.35,85380,94151,1.71,1.86,0.19,1.63,14.64
190.18,85427,94209,1.71,1.85,0.19,1.63,14.68
184.52,85475,94267,1.71,1.87,0.19,1.64,14.72
55.36,85523,94325,1.71,1.89,0.19,1.64,14.76
211.2,85570,94382,1.72,1.86,0.19,1.64,14.8
228.6,85616,94438,1.72,1.86,0.19,1.64,14.84
234.49,85661,94493,1.72,1.85,0.19,1.64,14.88
237.23,85705,94548,1.72,1.85,0.19,1.65,14.92
231.93,85749,94602,1.73,1.87,0.19,1.65,14.96
221.97,85794,94656,1.73,1.86,0.19,1.65,15
210.41,85839,94711,1.73,1.84,0.19,1.65,15.04
196.24,85885,94768,1.73,1.82,0.19,1.65,15.08
178.6,85932,94825,1.73,1.8,0.19,1.66,15.12
160.73,85980,94883,1.74,1.79,0.19,1.66,15.16
48.22,86028,94941,1.74,1.78,0.19,1.66,15.2
178.81,86076,94998,1.74,1.79,0.19,1.66,15.24
177.23,86122,95055,1.74,1.81,0.19,1.66,15.28
165.23,86168,95111,1.74,1.82,0.19,1.67,15.32
154.28,86213,95166,1.75,1.82,0.19,1.67,15.37
140.94,86257,95220,1.75,1.81,0.19,1.67,15.41
129.38,86300,95273,1.75,1.8,0.19,1.67,15.45
115.48,86344,95327,1.75,1.78,0.19,1.67,15.49
100.66,86388,95381,1.75,1.78,0.19,1.67,15.53
30.2,85729,94636,1.75,1.76,0.19,1.67,15.57
116.85,85070,93889,1.73,1.76,0.19,1.66,15.61
118.5,84407,93140,1.72,1.76,0.19,1.65,15.65
113.45,83740,92386,1.71,1.75,0.19,1.63,15.69
109.38,83071,91629,1.7,1.75,0.19,1.62,15.74
106.82,82400,90872,1.69,1.73,0.19,1.61,15.78
106.98,81731,90116,1.67,1.7,0.19,1.6,15.82
107.49,81065,89363,1.66,1.68,0.19,1.59,15.87
107.78,80403,88614,1.65,1.65,0.19,1.57,15.91
108.07,79744,87867,1.64,1.61,0.19,1.56,15.95
106.66,79788,87922,1.63,1.62,0.19,1.56,16
103.75,79834,87977,1.64,1.61,0.19,1.56,16.04
99.39,79880,88032,1.64,1.58,0.19,1.56,16.08
93.82,79926,88089,1.64,1.57,0.19,1.57,16.12
86.72,79973,88145,1.64,1.59,0.19,1.57,16.16
81.37,80019,88200,1.64,1.59,0.19,1.57,16.2
76.37,80064,88256,1.65,1.61,0.19,1.57,16.25
22.91,80109,88311,1.65,1.61,0.19,1.57,16.29
95.52,80154,88365,1.65,1.62,0.19,1.58,16.33
98.98,80199,88420,1.65,1.61,0.19,1.58,16.37
95.34,80244,88475,1.65,1.63,0.19,1.58,16.42
91.61,80290,88530,1.66,1.63,0.19,1.58,16.46
85.2,80336,88586,1.66,1.62,0.19,1.58,16.5
77.75,80383,88643,1.66,1.61,0.19,1.58,16.54
69.44,80431,88700,1.66,1.61,0.19,1.59,16.58
62.41,80478,88757,1.66,1.62,0.19,1.59,16.62
55.75,80525,88814,1.66,1.62,0.19,1.59,16.66
48.71,80571,88870,1.67,1.65,0.19,1.59,16.7
14.61,80616,88924,1.67,1.65,0.19,1.59,16.74
62.97,80660,88978,1.67,1.67,0.19,1.59,16.78
66.19,80704,89032,1.67,1.69,0.19,1.6,16.82
67.74,80747,89086,1.67,1.68,0.19,1.6,16.87
68.74,80792,89139,1.68,1.67,0.19,1.6,16.91
69.04,80836,89194,1.68,1.68,0.19,1.6,16.95
70.22,80882,89249,1.68,1.69,0.19,1.6,16.99
70.82,80927,89305,1.68,1.7,0.19,1.61,17.03
69.98,80974,89361,1.68,1.69,0.19,1.61,17.07
68.43,81020,89418,1.68,1.69,0.19,1.61,17.12
66.23,81067,89474,1.69,1.7,0.19,1.61,17.16
63.4,81113,89531,1.69,1.7,0.19,1.61,17.2
60.22,81160,89587,1.69,1.72,0.19,1.61,17.24
56.41,81205,89642,1.69,1.73,0.19,1.62,17.28
